facility,room,row,rack_id,rack_unit,unit_height,equipment_type,hostname,asset_tag,serial_number,manufacturer,model,cpu_sockets,ram_gb,power_draw_watts,power_circuit,pdu_port,network_port_primary,network_port_secondary,vlan_primary,ip_address_mgmt,ip_address_production,install_date,warranty_expiry,operational_status,thermal_zone,weight_lbs,cable_path,business_unit,application_mapped,notes
Facility A,Data Hall 3,Row F,NWK-R48,N/A (Virtual),0U,Virtual Machine,VM-PRD-083,VM-63964,N/A,VMware,vSphere 7.0,0,8,0,N/A,N/A,vmnic3,vmnic4,VLAN-110,,10.10.2.25,2021-07-28,N/A,Active,Cold Aisle 2,0,N/A,Settlement & Clearing,Prod_App_83,Guest OS: RHEL 9; vCPUs: 4; Host: SVR-NWK-029
Facility A,Data Hall 1,Row B,NWK-R60,30U,1U,Cable Management,CM-NWK-R60-30,CM-35969,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-06-22,N/A,Active,Hot Aisle 1,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 3,Row D,NWK-R47,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R47-TEMP,SENS-52769,SN-SENS-609763,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.171,,2024-08-10,2027-05-06,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-06-10
Facility A,Data Hall 3,Row A,NWK-R15,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R15-TEMP,SENS-66485,SN-SENS-278922,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.3.96,,2022-12-05,2027-08-06,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-10-27
Facility A,Data Hall 2,Row C,NWK-R37,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R37-HUMI,SENS-92050,SN-SENS-755669,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.8,,2024-07-26,2026-10-26,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-02-16
Facility A,Data Hall 2,Row F,NWK-R46,20U,1U,Cable Management,CM-NWK-R46-20,CM-80244,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-04-15,N/A,Active,Cold Aisle 1,5,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row B,NWK-R26,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R26-HUMI,SENS-35837,SN-SENS-152072,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.128,,2021-05-14,2026-02-15,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-10-13
Facility A,Data Hall 3,Row D,NWK-R57,30U,1U,Cable Management,CM-NWK-R57-30,CM-28320,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-01-10,N/A,Active,Cold Aisle 2,2,N/A,Facilities,Cable Management,
Facility A,Data Hall 3,Row G,NWK-R25,41U,0U,PDU,PDU-NWK-R25-A,PDU-20118,SN-PDU-858729,APC,APC AP8681,0,0,25,Ckt-A-8,N/A,Mgmt-2,,VLAN-200,10.100.8.212,,2023-02-20,2028-01-24,Active,Cold Aisle 3,11,Overhead Tray A,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility A,Data Hall 1,Row F,NWK-R56,40U,1U,Patch Panel,PP-NWK-R56-Top,PP-97096,SN-PP-149261,Panduit,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-11-11,N/A,Active,Cold Aisle 3,3,Overhead Tray A,Facilities,Cabling Infrastructure,41 ports in use of 48 total
Facility A,Data Hall 1,Row G,NWK-R24,20U,1U,Cable Management,CM-NWK-R24-20,CM-71385,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-03-25,N/A,Active,Hot Aisle 2,5,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row C,NWK-R53,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R53-HUMI,SENS-54353,SN-SENS-994141,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.52,,2022-08-25,2029-03-10,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-04-02
Facility A,Data Hall 1,Row A,NWK-R42,20U,1U,Cable Management,CM-NWK-R42-20,CM-68947,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-06-28,N/A,Active,Hot Aisle 1,5,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row F,NWK-R09,41U,0U,PDU,PDU-NWK-R09-A,PDU-82686,SN-PDU-287155,Raritan,Raritan PX3-5902V,0,0,30,Ckt-A-6,N/A,Mgmt-3,,VLAN-200,10.100.4.229,,2023-05-06,2027-08-24,Active,Hot Aisle 2,8,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 3,Row F,NWK-R16,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R16-POWE,SENS-77050,SN-SENS-158770,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.102,,2022-12-28,2029-06-13,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-06-12
Facility A,Data Hall 1,Row B,NWK-R09,N/A (Virtual),0U,Virtual Machine,VM-PRD-064,VM-64948,N/A,VMware,vSphere 7.0,0,8,0,N/A,N/A,vmnic5,vmnic4,VLAN-113,,10.10.2.16,2023-04-09,N/A,Active,Hot Aisle 2,0,N/A,Market Data,Prod_App_64,Guest OS: RHEL 9; vCPUs: 8; Host: SVR-NWK-034
Facility A,Data Hall 2,Row B,NWK-R58,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R58-TEMP,SENS-56884,SN-SENS-627262,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.75,,2023-10-03,2028-08-13,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-03-18
Facility A,Data Hall 3,Row C,NWK-R10,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R10-TEMP,SENS-81883,SN-SENS-788938,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.183,,2024-03-16,2028-03-06,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-03-10
Facility A,Data Hall 1,Row E,NWK-R65,20U,1U,Cable Management,CM-NWK-R65-20,CM-23294,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-10-21,N/A,Active,Hot Aisle 2,3,N/A,Facilities,Cable Management,
Facility A,Data Hall 3,Row H,NWK-R17,42U,0U,PDU,PDU-NWK-R17-B,PDU-29750,SN-PDU-115440,Raritan,Raritan PX3-5902V,0,0,30,Ckt-B-4,N/A,Mgmt-3,,VLAN-200,10.100.7.80,,2022-06-15,2026-06-03,Active,Hot Aisle 2,5,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 3,Row A,NWK-R41,42U,0U,PDU,PDU-NWK-R41-B,PDU-93735,SN-PDU-320039,ServerTech,ServerTech CWG-24VYM415,0,0,25,Ckt-B-4,N/A,Mgmt-2,,VLAN-200,10.100.5.71,,2023-06-25,2029-11-04,Active,Cold Aisle 1,7,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 3,Row H,NWK-R17,41U,0U,PDU,PDU-NWK-R17-A,PDU-91625,SN-PDU-615895,ServerTech,ServerTech CWG-24VYM415,0,0,21,Ckt-A-6,N/A,Mgmt-1,,VLAN-200,10.100.3.13,,2023-01-06,2026-05-09,Active,Hot Aisle 2,12,Overhead Tray A,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility A,Data Hall 3,Row B,NWK-R07,17U,4U,Storage Array,SAN-33,STG-22871,SN-STG-307007,Dell,Dell EMC Unity XT 480,2,512,1989,Ckt-B-6,PDU-B-05,FC-4,FC-2,VLAN-300,10.30.0.73,10.30.1.159,2019-04-11,2027-08-11,Active,Cold Aisle 3,164,Under-floor Path 1,IT Operations,Storage Infrastructure,
Facility A,Data Hall 2,Row B,NWK-R31,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R31-HUMI,SENS-45310,SN-SENS-763874,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.183,,2023-10-22,2027-07-27,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-07-01
Facility A,Data Hall 2,Row C,NWK-R37,41U,0U,PDU,PDU-NWK-R37-A,PDU-45968,SN-PDU-445200,Raritan,Raritan PX3-5902V,0,0,28,Ckt-A-4,N/A,Mgmt-2,,VLAN-200,10.100.10.15,,2019-10-24,2026-08-24,Active,Cold Aisle 3,9,Under-floor Path 2,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility A,Data Hall 3,Row C,NWK-R32,40U,1U,Patch Panel,PP-NWK-R32-Top,PP-15772,SN-PP-112884,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-06-13,N/A,Active,Hot Aisle 2,4,Overhead Tray A,Facilities,Cabling Infrastructure,35 ports in use of 48 total
Facility A,Data Hall 2,Row B,NWK-R26,30U,1U,Cable Management,CM-NWK-R26-30,CM-36738,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-06-27,N/A,Active,Cold Aisle 2,2,N/A,Facilities,Cable Management,
Facility A,Data Hall 1,Row A,NWK-R42,40U,1U,Patch Panel,PP-NWK-R42-Top,PP-81046,SN-PP-962570,Leviton,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-09-07,N/A,Active,Cold Aisle 2,3,Overhead Tray B,Facilities,Cabling Infrastructure,27 ports in use of 24 total
Facility A,Data Hall 2,Row E,NWK-R54,1U,1U,Patch Panel,PP-NWK-R54-Bottom,PP-49722,SN-PP-426053,Panduit,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-04-05,N/A,Active,Cold Aisle 1,8,Under-floor Path 2,Facilities,Cabling Infrastructure,42 ports in use of 48 total
Facility A,Data Hall 3,Row B,NWK-R03,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R03-TEMP,SENS-32245,SN-SENS-409967,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.3.18,,2023-10-12,2028-02-03,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-08-09
Facility A,Data Hall 3,Row G,NWK-R04,38U,4U,Storage Array,SAN-36,STG-37886,SN-STG-138436,Dell,Dell EMC Unity XT 480,2,512,1333,Ckt-B-3,PDU-B-13,FC-4,FC-5,VLAN-300,10.30.0.35,10.30.1.119,2023-09-03,2027-06-17,Active,Hot Aisle 1,164,Overhead Tray B,IT Operations,Storage Infrastructure,
Facility A,Data Hall 2,Row B,NWK-R26,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R26-TEMP,SENS-11428,SN-SENS-851622,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.55,,2024-10-26,2028-04-18,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-10-07
Facility A,Data Hall 3,Row B,NWK-R09,20U,1U,Cable Management,CM-NWK-R09-20,CM-51033,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-10-13,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 1,Row G,NWK-R55,32U,4U,Server,SVR-NWK-069,AST-1069,SN-DC-2024-0069,Dell,PowerEdge R740xd,2,512,466,Ckt-A-2,PDU-B-20,Eth-35/1,Eth-41/2,VLAN-109,10.100.0.36,10.10.0.36,2021-07-01,2028-04-19,Active,Cold Aisle 2,46,Overhead Tray A,IT Operations,App-9,
Facility A,Data Hall 1,Row A,NWK-R42,1U,1U,Patch Panel,PP-NWK-R42-Bottom,PP-32047,SN-PP-918665,Panduit,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-09-17,N/A,Active,Hot Aisle 1,7,Overhead Tray A,Facilities,Cabling Infrastructure,26 ports in use of 48 total
Facility A,Data Hall 1,Row A,NWK-R63,N/A (Virtual),0U,Virtual Machine,VM-PRD-046,VM-53309,N/A,VMware,vSphere 7.0,0,16,0,N/A,N/A,vmnic1,vmnic3,VLAN-117,,10.10.2.7,2024-04-18,N/A,Active,Cold Aisle 3,0,N/A,Trading Systems,Prod_App_46,Guest OS: Windows Server 2022; vCPUs: 32; Host: SVR-NWK-030
Facility A,Data Hall 3,Row A,NWK-R27,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R27-AIRF,SENS-88139,SN-SENS-280865,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.7.199,,2021-08-28,2029-05-21,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-02-04
Facility A,Data Hall 1,Row A,NWK-R55,N/A (Virtual),0U,Virtual Machine,VM-PRD-120,VM-55870,N/A,VMware,vSphere 7.0,0,256,0,N/A,N/A,vmnic3,vmnic1,VLAN-141,,10.10.2.46,2021-01-08,N/A,Active,Hot Aisle 1,0,N/A,Trading Systems,Prod_App_120,Guest OS: Windows Server 2022; vCPUs: 2; Host: SVR-NWK-037
Facility A,Data Hall 1,Row E,NWK-R65,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R65-TEMP,SENS-11204,SN-SENS-664441,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.81,,2022-05-27,2027-08-22,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-03-24
Facility A,Data Hall 3,Row E,NWK-R05,40U,1U,Router,NET-ROU-06,NET-64293,SN-NET-493396,Cisco,Cisco Nexus 9k,0,64,227,Ckt-A-7,PDU-B-23,Mgmt-1,Mgmt-2,VLAN-200,10.0.1.240,,2022-08-16,2028-10-01,Active,Hot Aisle 1,39,Under-floor Path 1,IT Operations,Infrastructure,
Facility A,Data Hall 1,Row G,NWK-R41,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R41-POWE,SENS-56939,SN-SENS-295617,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.168,,2022-05-07,2027-12-25,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-05-03
Facility A,Data Hall 3,Row D,NWK-R23,42U,0U,PDU,PDU-NWK-R23-B,PDU-76151,SN-PDU-453907,Vertiv,Vertiv MPH2 ?,0,0,20,Ckt-B-8,N/A,Mgmt-3,,VLAN-200,10.100.6.141,,2021-06-14,2029-12-11,Active,Cold Aisle 3,8,Side Cable Mgmt,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility A,Data Hall 1,Row F,NWK-R56,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R56-AIRF,SENS-28056,SN-SENS-711795,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.31,,2022-06-28,2027-10-28,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-09-17
Facility A,Data Hall 3,Row E,NWK-R03,36U,4U,Storage Array,SAN-21,STG-51144,SN-STG-846454,Pure,Pure Storage FlashArray//X50,2,512,1933,Ckt-A-4,PDU-A-20,FC-5,FC-6,VLAN-300,10.30.0.236,10.30.1.173,2020-12-21,2026-09-18,Active,Cold Aisle 1,170,Overhead Tray A,IT Operations,Storage Infrastructure,
Facility A,Data Hall 3,Row F,NWK-R02,N/A (Virtual),0U,Virtual Machine,VM-PRD-028,VM-37869,N/A,VMware,vSphere 7.0,0,8,0,N/A,N/A,vmnic7,vmnic6,VLAN-141,,10.10.1.253,2024-03-09,N/A,Active,Hot Aisle 2,0,N/A,Trading Systems,Prod_App_28,Guest OS: Ubuntu 22.04; vCPUs: 8; Host: SVR-NWK-021
Facility A,Data Hall 3,Row A,NWK-R68,12U,2U,Server,SVR-NWK-045,AST-1045,SN-DC-2023-0045,HPE,ProLiant DL380 Gen10,2,768,422,Ckt-B-4,PDU-B-08,Eth-41/2,Eth-40/3,VLAN-143,10.100.0.27,10.10.0.27,2024-11-22,2027-11-04,Active,Hot Aisle 1,54,Under-floor Path 2,Trading Systems,App-75,
Facility A,Data Hall 1,Row A,NWK-R39,12U,2U,Server,SVR-NWK-105,AST-1105,SN-DC-2019-0105,Dell,PowerEdge R640,1,1024,395,Ckt-A-3,PDU-A-07,Eth-33/4,Eth-24/1,VLAN-139,10.100.0.55,10.10.0.55,2024-11-20,2029-11-16,Active,Hot Aisle 1,35,Side Cable Mgmt,Development,App-2,
Facility A,Data Hall 3,Row D,NWK-R12,40U,1U,Patch Panel,PP-NWK-R12-Top,PP-59236,SN-PP-184148,CommScope,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-11-28,N/A,Active,Cold Aisle 1,3,Overhead Tray B,Facilities,Cabling Infrastructure,35 ports in use of 48 total
Facility A,Data Hall 1,Row G,NWK-R47,N/A (Virtual),0U,Virtual Machine,VM-PRD-158,VM-74454,N/A,VMware,vSphere 7.0,0,128,0,N/A,N/A,vmnic1,vmnic0,VLAN-109,,10.10.2.61,2022-10-10,N/A,Active,Hot Aisle 2,0,N/A,Market Data,Prod_App_158,Guest OS: Windows Server 2019; vCPUs: 32; Host: SVR-NWK-072
Facility A,Data Hall 3,Row D,NWK-R27,41U,0U,PDU,PDU-NWK-R27-A,PDU-41760,SN-PDU-175124,APC,APC AP8681,0,0,23,Ckt-A-7,N/A,Mgmt-3,,VLAN-200,10.100.10.23,,2019-11-14,2029-06-12,Active,Hot Aisle 2,10,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility A,Data Hall 3,Row C,NWK-R35,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R35-TEMP,SENS-85400,SN-SENS-118397,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.42,,2021-03-11,2029-12-05,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-05-12
Facility A,Data Hall 2,Row B,NWK-R31,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R31-AIRF,SENS-89116,SN-SENS-359520,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.70,,2021-09-04,2029-02-11,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-05
Facility A,Data Hall 3,Row D,NWK-R41,N/A (Virtual),0U,Virtual Machine,VM-PRD-042,VM-50857,N/A,VMware,vSphere 7.0,0,32,0,N/A,N/A,vmnic6,vmnic5,VLAN-128,,10.10.2.5,2025-08-04,N/A,Active,Hot Aisle 2,0,N/A,Core Banking,Prod_App_42,Guest OS: RHEL 8; vCPUs: 32; Host: SVR-NWK-080
Facility A,Data Hall 1,Row G,NWK-R17,N/A (Virtual),0U,Virtual Machine,VM-PRD-112,VM-30028,N/A,VMware,vSphere 7.0,0,32,0,N/A,N/A,vmnic3,vmnic1,VLAN-126,,10.10.2.40,2024-06-18,N/A,Active,Cold Aisle 2,0,N/A,Trading Systems,Prod_App_112,Guest OS: RHEL 8; vCPUs: 16; Host: SVR-NWK-035
Facility A,Data Hall 2,Row C,NWK-R49,42U,0U,PDU,PDU-NWK-R49-B,PDU-76269,SN-PDU-180595,APC,APC AP8681,0,0,23,Ckt-B-5,N/A,Mgmt-2,,VLAN-200,10.100.10.72,,2021-05-01,2026-10-06,Active,Cold Aisle 3,7,Under-floor Path 2,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 3,Row B,NWK-R03,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R03-POWE,SENS-42088,SN-SENS-833736,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.9.3,,2022-02-10,2029-03-19,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-07-28
Facility A,Data Hall 2,Row C,NWK-R31,42U,0U,PDU,PDU-NWK-R31-B,PDU-93472,SN-PDU-874205,Vertiv,Vertiv MPH2 ?,0,0,23,Ckt-B-3,N/A,Mgmt-2,,VLAN-200,10.100.2.34,,2020-01-25,2028-10-19,Active,Cold Aisle 3,8,Side Cable Mgmt,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility A,Data Hall 2,Row D,NWK-R11,41U,0U,PDU,PDU-NWK-R11-A,PDU-71780,SN-PDU-742865,ServerTech,ServerTech CWG-24VYM415,0,0,25,Ckt-A-6,N/A,Mgmt-2,,VLAN-200,10.100.8.109,,2020-07-23,2028-06-28,Active,Cold Aisle 2,9,Under-floor Path 2,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility A,Data Hall 2,Row C,NWK-R37,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R37-AIRF,SENS-41242,SN-SENS-457356,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.211,,2023-09-26,2027-02-25,Needs Calibration,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-02-21
Facility A,Data Hall 2,Row A,NWK-R44,21U,2U,Server,SVR-NWK-032,AST-1032,SN-DC-2021-0032,HPE,ProLiant DL380 Gen10,2,128,425,Ckt-A-1,PDU-B-23,Eth-9/4,Eth-7/1,VLAN-136,10.100.0.19,10.10.0.19,2021-08-16,2029-06-06,Active,Hot Aisle 1,51,Under-floor Path 2,Core Banking,App-9,
Facility A,Data Hall 1,Row A,NWK-R68,N/A (Virtual),0U,Virtual Machine,VM-PRD-128,VM-55508,N/A,VMware,vSphere 7.0,0,64,0,N/A,N/A,vmnic6,vmnic5,VLAN-104,,10.10.2.50,2025-11-11,N/A,Active,Cold Aisle 2,0,N/A,Market Data,Prod_App_128,Guest OS: Windows Server 2019; vCPUs: 8; Host: SVR-NWK-045
Facility A,Data Hall 3,Row D,NWK-R47,40U,1U,Patch Panel,PP-NWK-R47-Top,PP-23178,SN-PP-814281,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-07-21,N/A,Active,Cold Aisle 2,6,Overhead Tray B,Facilities,Cabling Infrastructure,42 ports in use of 48 total
Facility A,Data Hall 3,Row B,NWK-R09,10U,2U,Server,SVR-NWK-034,AST-1034,SN-DC-2018-0034,HPE,ProLiant DL380 Gen10,1,128,416,Ckt-B-2,PDU-A-08,Eth-12/1,Eth-11/1,VLAN-126,10.100.0.20,10.10.0.20,2022-12-20,2029-05-02,Active,Hot Aisle 2,53,Under-floor Path 1,QA,App-10,
Facility A,Data Hall 2,Row H,NWK-R18,40U,1U,Patch Panel,PP-NWK-R18-Top,PP-64379,SN-PP-786735,Leviton,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-05-02,N/A,Active,Cold Aisle 1,4,Under-floor Path 2,Facilities,Cabling Infrastructure,32 ports in use of 24 total
Facility A,Data Hall 3,Row C,NWK-R28,41U,0U,PDU,PDU-NWK-R28-A,PDU-11800,SN-PDU-459946,ServerTech,ServerTech CWG-24VYM415,0,0,18,Ckt-A-5,N/A,Mgmt-4,,VLAN-200,10.100.8.6,,2021-04-24,2027-04-18,Active,Cold Aisle 3,9,Side Cable Mgmt,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 3,Row D,NWK-R59,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R59-HUMI,SENS-45608,SN-SENS-955524,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.160,,2021-10-13,2029-04-19,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-08-06
Facility A,Data Hall 2,Row B,NWK-R18,36U,2U,Access Switch,NET-ACC-12,NET-82534,SN-NET-730193,Palo,Palo Alto PA-3200,0,32,177,Ckt-B-4,PDU-A-24,Mgmt-1,Mgmt-2,VLAN-200,10.0.1.101,,2022-11-02,2027-08-13,Active,Hot Aisle 1,25,Under-floor Path 2,IT Operations,Infrastructure,
Facility A,Data Hall 2,Row H,NWK-R36,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R36-TEMP,SENS-84012,SN-SENS-483405,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.71,,2024-04-14,2029-03-12,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-10
Facility A,Data Hall 3,Row H,NWK-R30,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R30-TEMP,SENS-83098,SN-SENS-506216,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.9.196,,2021-04-10,2029-07-10,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-07-10
Facility A,Data Hall 3,Row F,NWK-R10,41U,0U,PDU,PDU-NWK-R10-A,PDU-85303,SN-PDU-388078,Vertiv,Vertiv MPH2 ?,0,0,30,Ckt-A-3,N/A,Mgmt-3,,VLAN-200,10.100.7.57,,2023-03-02,2029-08-18,Active,Hot Aisle 1,13,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 3,Row D,NWK-R59,30U,1U,Cable Management,CM-NWK-R59-30,CM-98129,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-12-21,N/A,Active,Hot Aisle 2,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row D,NWK-R62,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R62-TEMP,SENS-78731,SN-SENS-143182,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.139,,2022-06-17,2027-03-02,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-04-14
Facility A,Data Hall 3,Row G,NWK-R23,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R23-POWE,SENS-30488,SN-SENS-735173,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.26,,2024-08-10,2027-04-18,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-12
Facility A,Data Hall 1,Row D,NWK-R29,30U,1U,Cable Management,CM-NWK-R29-30,CM-77251,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-01-05,N/A,Active,Cold Aisle 3,5,N/A,Facilities,Cable Management,
